OID_,SOURCE_ID,Red,Green,Blue,BI,GLI,NGRDI,VARI,BGI,ExG,ExR,ExB,ExGR,MGRVI,RGBVI,GRRI,VEG,X,Y,CLUSTER_ID,IS_SEED
1,1,74.218000000000004,108.390000000000001,67.859999999999999,85.365260739999997,0.208165904000000,0.187133094000000,0.297800397000000,0.626072516000000,74.701999999999998,-0.017905681000000,-0.053443953000000,74.719905679999997,0.361603277000000,0.399882536000000,1.460427390000000,1.504638377000000,-93.531098439999994,44.077668660000001,1,0
2,2,78.799999999999997,113.700000000000003,72.671999999999997,90.218899690000001,0.200405414000000,0.181298701000000,0.291250793000000,0.639155673000000,75.927999999999997,-0.012746444000000,-0.045099784000000,75.940746439999998,0.351058388000000,0.386032077000000,1.442893401000000,1.482320890000000,-93.530981440000005,44.077902659999999,1,0
3,3,52.207000000000001,79.147000000000006,45.412999999999997,60.696400300000001,0.237087459000000,0.205094630000000,0.313470870000000,0.573780434000000,60.673999999999999,-0.034266577000000,-0.088075263000000,60.708266580000000,0.393631615000000,0.450876105000000,1.516022756000000,1.588065408000000,-93.529889440000005,44.077746660000003,3,0
4,4,52.387999999999998,79.119000000000000,45.926000000000002,60.864648140000000,0.233574480000000,0.203266746000000,0.312347367000000,0.580467397000000,59.923999999999999,-0.032552006000000,-0.083539139000000,59.956552010000003,0.390403065000000,0.444719524000000,1.510250439000000,1.577929681000000,-93.529889440000005,44.077707660000002,3,0
5,5,52.335999999999999,78.947000000000003,45.683999999999997,60.714395770000003,0.233961409000000,0.202699512000000,0.310879800000000,0.578666700000000,59.874000000000002,-0.032077167000000,-0.084701668000000,59.906077170000003,0.389399721000000,0.445490834000000,1.508464537000000,1.578316974000000,-93.529889440000005,44.077668660000001,3,0
6,6,53.976999999999997,79.697999999999993,47.856000000000002,62.063098189999998,0.220354555000000,0.192414438000000,0.299712185000000,0.600466762000000,57.563000000000002,-0.022752037000000,-0.069958299000000,57.585752040000003,0.371089897000000,0.421789858000000,1.476517776000000,1.536899154000000,-93.529889440000005,44.077629659999999,3,0
7,7,54.353000000000002,81.415999999999997,47.972999999999999,62.939712940000000,0.228188476000000,0.199331217000000,0.308248667000000,0.589233075000000,60.506000000000000,-0.028963438000000,-0.077575078000000,60.534963439999999,0.383427725000000,0.435369262000000,1.497911799000000,1.561506202000000,-93.529889440000005,44.077590659999998,3,0
8,8,53.527000000000001,80.061999999999998,47.091999999999999,61.894318630000001,0.228213221000000,0.198631624000000,0.306773645000000,0.588194150000000,59.505000000000003,-0.028360481000000,-0.078221838000000,59.533360479999999,0.382184347000000,0.435494011000000,1.495731126000000,1.560906583000000,-93.529889440000005,44.077551659999997,3,0
9,9,53.179000000000002,79.962000000000003,47.502000000000002,61.855658560000002,0.227328716000000,0.201162677000000,0.312743026000000,0.594057177000000,59.243000000000002,-0.030509901000000,-0.074507177000000,59.273509900000001,0.386677884000000,0.433609803000000,1.503638654000000,1.561240814000000,-93.529889440000005,44.077512659999996,3,0
10,10,52.070999999999998,78.738000000000000,46.390000000000001,60.726418700000004,0.230584089000000,0.203862120000000,0.315888603000000,0.589169143000000,59.015000000000001,-0.032949396000000,-0.077833396000000,59.047949400000000,0.391455443000000,0.439232821000000,1.512127672000000,1.571431975000000,-93.529889440000005,44.077473660000003,3,0
11,11,53.988000000000000,81.206000000000003,48.018999999999998,62.755990259999997,0.228444249000000,0.201325503000000,0.312222541000000,0.591323301000000,60.405000000000001,-0.030689962000000,-0.076301354000000,60.435689959999998,0.386966495000000,0.435618136000000,1.504149070000000,1.563994761000000,-93.529889440000005,44.077434660000002,3,0
12,12,57.652999999999999,83.040999999999997,51.523000000000003,65.509021309999994,0.206736952000000,0.180448349000000,0.284711397000000,0.620452548000000,56.905999999999999,-0.012105069000000,-0.056752524000000,56.918105070000003,0.349515899000000,0.397856015000000,1.440358698000000,1.495298768000000,-93.529889440000005,44.077395660000001,2,0
13,13,76.341999999999999,110.489999999999995,70.671999999999997,87.617868509999994,0.200997842000000,0.182773829000000,0.293973829000000,0.639623495000000,73.965999999999994,-0.014023860000000,-0.044850565000000,73.980023860000003,0.353730829000000,0.387018643000000,1.447302926000000,1.484979022000000,-93.530981440000005,44.077863659999998,1,0
14,14,58.584000000000003,84.028999999999996,52.003000000000000,66.325635829999996,0.206251682000000,0.178419920000000,0.280818894000000,0.618869676000000,57.470999999999997,-0.010335224000000,-0.057676656000000,57.481335219999998,0.345830777000000,0.397166680000000,1.434333606000000,1.492392753000000,-93.529889440000005,44.077356660000000,2,0
15,15,55.551000000000002,81.388000000000005,49.207999999999998,63.590742010000000,0.216857607000000,0.188675250000000,0.294502513000000,0.604610016000000,58.017000000000003,-0.019428731000000,-0.067134039000000,58.036428729999997,0.364379201000000,0.415755055000000,1.465104139000000,1.525467638000000,-93.529889440000005,44.077317659999999,3,0
16,16,56.103000000000002,82.236999999999995,49.845999999999997,64.278286879999996,0.216420201000000,0.188911378000000,0.295319457000000,0.606126196000000,58.524999999999999,-0.019623139000000,-0.066171766000000,58.544623139999999,0.364803816000000,0.414921417000000,1.465821792000000,1.524693841000000,-93.529889440000005,44.077278659999998,3,0
17,17,57.017000000000003,83.772999999999996,49.896000000000001,65.213660719999993,0.220918243000000,0.190041906000000,0.294364865000000,0.595609564000000,60.633000000000003,-0.020710487000000,-0.072992249000000,60.653710490000002,0.366835219000000,0.423102990000000,1.469263553000000,1.536007265000000,-93.529889440000005,44.077239659999996,3,0
18,18,58.064000000000000,83.162999999999997,51.366000000000000,65.640380410000006,0.206327333000000,0.177720974000000,0.279309155000000,0.617654486000000,56.896000000000001,-0.009727249000000,-0.058416453000000,56.905727249999998,0.344559136000000,0.397386413000000,1.432264398000000,1.491932544000000,-93.529889440000005,44.077200660000003,2,0
19,19,58.316000000000003,83.938999999999993,51.862000000000002,66.171944260000004,0.207512156000000,0.180120207000000,0.283462215000000,0.617853441000000,57.700000000000003,-0.011831009000000,-0.058378195000000,57.711831009999997,0.348920292000000,0.399336184000000,1.439381988000000,1.496713145000000,-93.529889440000005,44.077161660000002,2,0
20,20,59.311000000000000,86.036000000000001,52.805999999999997,67.597982349999995,0.210968757000000,0.183870324000000,0.288790914000000,0.613766330000000,59.954999999999998,-0.015142844000000,-0.061102280000000,59.970142840000001,0.355714546000000,0.405368116000000,1.450590953000000,1.507806017000000,-93.529889440000005,44.077122660000001,2,0
21,21,56.244999999999997,81.872000000000000,50.417999999999999,64.313034279999997,0.211092908000000,0.185545588000000,0.292215419000000,0.615814931000000,57.081000000000003,-0.016596388000000,-0.059865807000000,57.097596390000000,0.358740749000000,0.405425225000000,1.455631612000000,1.509622690000000,-93.529889440000005,44.077083660000000,2,0
22,22,55.784999999999997,81.769999999999996,50.408999999999999,64.133627180000005,0.212602045000000,0.188906256000000,0.298177771000000,0.616473034000000,57.345999999999997,-0.019530336000000,-0.059572046000000,57.365530339999999,0.364794607000000,0.407886303000000,1.465806220000000,1.516113363000000,-93.529889440000005,44.077044659999999,3,0
23,23,54.670000000000002,80.659999999999997,48.579000000000001,62.861656940000003,0.219492836000000,0.192049065000000,0.299593088000000,0.602268783000000,58.070999999999998,-0.022413259000000,-0.068780756000000,58.093413259999998,0.370435419000000,0.420245023000000,1.475397842000000,1.534589461000000,-93.529889440000005,44.077005659999998,3,0
24,24,74.638999999999996,109.209999999999994,68.813000000000002,86.087229769999993,0.207167175000000,0.188040185000000,0.300523314000000,0.630097976000000,74.968000000000004,-0.018662878000000,-0.050944740000000,74.986662879999997,0.363236645000000,0.397978519000000,1.463176088000000,1.503314812000000,-93.530981440000005,44.077824659999997,1,0
25,25,53.646000000000001,79.152000000000001,47.490000000000002,61.639361129999998,0.220351526000000,0.192066146000000,0.298987199000000,0.599984839000000,57.167999999999999,-0.022450745000000,-0.070254260000000,57.190450749999997,0.370466020000000,0.421822572000000,1.475450173000000,1.536568625000000,-93.529889440000005,44.076966659999997,3,0
26,26,59.652999999999999,85.375000000000000,52.987000000000002,67.466024050000001,0.205053107000000,0.177358855000000,0.279462413000000,0.620638360000000,58.109999999999999,-0.009397268000000,-0.056527031000000,58.119397270000000,0.343899937000000,0.395039817000000,1.431193737000000,1.488797367000000,-93.529889440000005,44.076927660000003,2,0
27,27,59.756999999999998,84.058999999999997,53.753000000000000,67.147101050000003,0.193901175000000,0.168979808000000,0.269833339000000,0.639467517000000,54.607999999999997,-0.002020560000000,-0.044565696000000,54.610020560000002,0.328577360000000,0.374954748000000,1.406680389000000,1.457165221000000,-93.529889440000005,44.076888660000002,2,0
28,28,53.726999999999997,77.879000000000005,48.310000000000002,61.334017940000003,0.208386509000000,0.183517469000000,0.289953899000000,0.620321268000000,53.720999999999997,-0.014791347000000,-0.056943240000000,53.735791350000000,0.355076438000000,0.400613261000000,1.449531893000000,1.501749772000000,-93.529889440000005,44.076849660000001,2,0
29,29,57.329999999999998,79.805000000000007,51.634999999999998,64.087804739999996,0.188569301000000,0.163889598000000,0.262865497000000,0.647014598000000,50.645000000000003,0.002420936000000,-0.039815649000000,50.642579060000003,0.319205402000000,0.365374312000000,1.392028606000000,1.441381469000000,-93.529889440000005,44.076810660000000,2,0
30,30,52.584000000000003,77.495999999999995,46.826000000000001,60.452133539999998,0.218480987000000,0.191512915000000,0.299228866000000,0.604237638000000,55.582000000000001,-0.021923507000000,-0.067491210000000,55.603923510000001,0.369474540000000,0.418441378000000,1.473756276000000,1.531784714000000,-93.529850440000004,44.077941660000000,3,0
31,31,53.945000000000000,79.450000000000003,48.393999999999998,62.086887400000002,0.216510552000000,0.191199070000000,0.300055293000000,0.609112649000000,56.561000000000000,-0.021601967000000,-0.064351528000000,56.582601969999999,0.368911801000000,0.414851807000000,1.472796367000000,1.527027565000000,-93.529850440000004,44.077902659999999,3,0
32,32,54.173000000000002,79.768000000000001,47.859000000000002,62.150708320000000,0.219843406000000,0.191091600000000,0.297332776000000,0.599977435000000,57.503999999999998,-0.021594059000000,-0.070216722000000,57.525594060000003,0.368719055000000,0.420995629000000,1.472467835000000,1.534502613000000,-93.529850440000004,44.077863659999998,3,0
33,33,75.899000000000001,110.510000000000005,70.489000000000004,87.448684799999995,0.203131124000000,0.185672366000000,0.298576605000000,0.637851778000000,74.632000000000005,-0.016548981000000,-0.046031499000000,74.648548980000001,0.358969534000000,0.390742414000000,1.456013913000000,1.492312310000000,-93.530981440000005,44.077785660000004,1,0
34,34,51.758000000000003,76.694999999999993,45.610999999999997,59.557750429999999,0.223405740000000,0.194133263000000,0.301018807000000,0.594706304000000,56.021000000000001,-0.024323237000000,-0.073763673000000,56.045323240000002,0.374165095000000,0.427204890000000,1.481799915000000,1.545517381000000,-93.529850440000004,44.077824659999997,3,0
35,35,51.926000000000002,77.117000000000004,45.826999999999998,59.842724689999997,0.224142515000000,0.195213998000000,0.302718227000000,0.594252888000000,56.481000000000002,-0.025279350000000,-0.074107623000000,56.506279350000000,0.376095557000000,0.428434154000000,1.485132689000000,1.548228235000000,-93.529850440000004,44.077785660000004,3,1
36,36,52.340000000000003,77.619000000000000,46.012000000000000,60.225379220000001,0.224322726000000,0.194515193000000,0.301130475000000,0.592793002000000,56.886000000000003,-0.024680203000000,-0.075024862000000,56.910680200000002,0.374847593000000,0.428845113000000,1.482976691000000,1.547996139000000,-93.529850440000004,44.077746660000003,3,0
37,37,51.963999999999999,77.698999999999998,46.381000000000000,60.245578139999999,0.224845612000000,0.198476049000000,0.309010350000000,0.596931749000000,57.052999999999997,-0.028114562000000,-0.072513690000000,57.081114560000003,0.381907707000000,0.429368229000000,1.495246709000000,1.552925268000000,-93.529850440000004,44.077707660000002,3,0
38,38,49.085999999999999,73.364000000000004,43.072000000000003,56.706581260000000,0.228435321000000,0.198268681000000,0.305853007000000,0.587099940000000,54.570000000000000,-0.028054277000000,-0.078921231000000,54.598054279999999,0.381538889000000,0.435942175000000,1.494601312000000,1.561087717000000,-93.529850440000004,44.077668660000001,3,0
39,39,52.463999999999999,76.460999999999999,46.314000000000000,59.843524889999998,0.215113230000000,0.186131472000000,0.290481897000000,0.605720563000000,54.143999999999998,-0.017184531000000,-0.066317429000000,54.161184530000000,0.359797777000000,0.412811096000000,1.457399360000000,1.519183474000000,-93.529850440000004,44.077629659999999,3,0
40,40,50.570000000000000,75.483000000000004,44.843000000000004,58.497586380000001,0.225477821000000,0.197639088000000,0.306772565000000,0.594080786000000,55.552999999999997,-0.027414334000000,-0.074330587000000,55.580414330000004,0.380418567000000,0.430609316000000,1.492643860000000,1.553596488000000,-93.529850440000004,44.077590659999998,3,0
41,41,49.939000000000000,75.143000000000001,44.250000000000000,58.018493229999997,0.229459045000000,0.201499816000000,0.311807205000000,0.588877207000000,56.097000000000001,-0.030876621000000,-0.077912031000000,56.127876620000002,0.387275408000000,0.437442854000000,1.504695729000000,1.566534756000000,-93.529850440000004,44.077551659999997,3,0
42,42,49.759000000000000,75.397000000000006,44.191000000000003,58.061777939999999,0.232259013000000,0.204848349000000,0.316655345000000,0.586110853000000,56.844000000000001,-0.033861834000000,-0.079892765000000,56.877861830000001,0.393197032000000,0.442158949000000,1.515243474000000,1.576320466000000,-93.529850440000004,44.077512659999996,3,0
43,43,48.625000000000000,73.679000000000002,42.695000000000000,56.615217889999997,0.234784940000000,0.204850209000000,0.314713161000000,0.579473120000000,56.037999999999997,-0.033963842000000,-0.084279299000000,56.071963840000002,0.393200315000000,0.446730413000000,1.515249357000000,1.582314519000000,-93.529850440000004,44.077473660000003,3,0
44,44,76.126999999999995,111.049999999999997,69.870999999999995,87.577354889999995,0.206743856000000,0.186577411000000,0.297708557000000,0.629185052000000,76.102000000000004,-0.017398307000000,-0.051471321000000,76.119398309999994,0.360601863000000,0.397312588000000,1.458746568000000,1.501002281000000,-93.530981440000005,44.077746660000003,1,0
45,45,51.664999999999999,76.400000000000006,45.762000000000000,59.442949870000000,0.221291068000000,0.193144107000000,0.300535825000000,0.598979058000000,55.372999999999998,-0.023408331000000,-0.070951003000000,55.396408330000000,0.372396108000000,0.423431147000000,1.478757379000000,1.539725043000000,-93.529850440000004,44.077434660000002,3,0
46,46,56.453000000000003,80.546999999999997,50.866999999999997,63.932808760000000,0.200339774000000,0.175868613000000,0.279730185000000,0.631519486000000,53.774000000000001,-0.008052505000000,-0.049679827000000,53.782052510000000,0.341184469000000,0.386372958000000,1.426797513000000,1.477171411000000,-93.529850440000004,44.077395660000001,2,0
47,47,54.686000000000000,78.762000000000000,49.207000000000001,62.223629189999997,0.205154982000000,0.180414843000000,0.285799076000000,0.624755593000000,53.631000000000000,-0.012053325000000,-0.054048343000000,53.643053320000000,0.349455092000000,0.394914094000000,1.440258933000000,1.491792380000000,-93.529850440000004,44.077356660000000,2,0
48,48,53.119000000000000,77.462999999999994,47.841000000000001,60.857499699999998,0.210898603000000,0.186426919000000,0.294219311000000,0.617598079000000,53.966000000000001,-0.017354265000000,-0.058768208000000,53.983354259999999,0.360330552000000,0.404979910000000,1.458291760000000,1.510007667000000,-93.529850440000004,44.077317659999999,2,0
49,49,58.598999999999997,80.991000000000000,51.848999999999997,65.017186659999993,0.189164189000000,0.160412637000000,0.255205662000000,0.640182242000000,51.533999999999999,0.005472239000000,-0.043890743000000,51.528527760000003,0.312776834000000,0.366878582000000,1.382122562000000,1.439611962000000,-93.529850440000004,44.077278659999998,2,0
50,50,56.557000000000002,81.403000000000006,50.046999999999997,64.108878390000001,0.208611410000000,0.180095680000000,0.282620318000000,0.614805351000000,56.201999999999998,-0.011825092000000,-0.060302010000000,56.213825090000000,0.348875765000000,0.401391314000000,1.439309016000000,1.499129377000000,-93.529850440000004,44.077239659999996,2,0
51,51,57.726999999999997,82.616000000000000,51.920000000000002,65.456082949999995,0.202216248000000,0.177344078000000,0.281476539000000,0.628449695000000,55.585000000000001,-0.009352814000000,-0.051637601000000,55.594352809999997,0.343873033000000,0.389736097000000,1.431150068000000,1.482579290000000,-93.529850440000004,44.077200660000003,2,0
52,52,57.994999999999997,81.091999999999999,53.223999999999997,65.248567460000004,0.186409805000000,0.166061530000000,0.268998288000000,0.656340946000000,50.965000000000003,0.000525191000000,-0.034207092000000,50.964474809999999,0.323210079000000,0.361100815000000,1.398258471000000,1.438807563000000,-93.529850440000004,44.077161660000002,2,0
53,53,57.994000000000000,81.245000000000005,52.478999999999999,65.110417760000004,0.190564289000000,0.166986261000000,0.267992162000000,0.645935134000000,52.017000000000003,-0.000278534000000,-0.040551226000000,52.017278529999999,0.324912527000000,0.368851390000000,1.400920785000000,1.448321410000000,-93.529850440000004,44.077122660000001,2,0
54,54,57.042000000000002,79.584999999999994,51.417999999999999,63.852362820000003,0.189478011000000,0.164996670000000,0.264561255000000,0.646076522000000,50.710000000000001,0.001456034000000,-0.040414794000000,50.708543970000001,0.321247723000000,0.366987759000000,1.395200028000000,1.444268606000000,-93.529850440000004,44.077083660000000,2,0
55,55,74.713999999999999,109.750000000000000,68.915999999999997,86.364844989999995,0.208933440000000,0.189934079000000,0.303215980000000,0.627936219000000,75.870000000000005,-0.020326782000000,-0.052362460000000,75.890326779999995,0.366641580000000,0.401073131000000,1.468934872000000,1.508984650000000,-93.530981440000005,44.077707660000002,1,0
56,56,55.767000000000003,81.230999999999995,50.365000000000002,63.888097160000001,0.209721736000000,0.185871327000000,0.293929565000000,0.620021913000000,56.329999999999998,-0.016850712000000,-0.057215139000000,56.346850709999998,0.359328518000000,0.402859335000000,1.456614127000000,1.506882014000000,-93.529850440000004,44.077044659999999,2,0
57,57,53.171999999999997,77.861000000000004,47.468000000000004,60.944805440000003,0.214860237000000,0.188418185000000,0.295446658000000,0.609650531000000,55.082000000000001,-0.019160677000000,-0.063897681000000,55.101160680000000,0.363916809000000,0.412094296000000,1.464323328000000,1.520715274000000,-93.529850440000004,44.077005659999998,3,0
58,58,51.981999999999999,76.236999999999995,46.654000000000003,59.695907759999997,0.214400064000000,0.189168532000000,0.297370196000000,0.611960072000000,53.838000000000001,-0.019798368000000,-0.062453323000000,53.857798369999998,0.365266113000000,0.411170306000000,1.466603824000000,1.520378986000000,-93.529850440000004,44.076966659999997,3,0
59,59,58.023000000000003,82.113000000000000,51.899999999999999,65.326929870000001,0.198078417000000,0.171904436000000,0.273017816000000,0.632055826000000,54.302999999999997,-0.004586640000000,-0.049225145000000,54.307586639999997,0.333940549000000,0.382527641000000,1.415180187000000,1.468722910000000,-93.529850440000004,44.076927660000003,2,0
60,60,58.880000000000003,82.733000000000004,53.006999999999998,66.134574259999994,0.193179811000000,0.168437926000000,0.269202989000000,0.640699600000000,53.579000000000001,-0.001546604000000,-0.043794060000000,53.580546599999998,0.327581916000000,0.373647533000000,1.405112092000000,1.455148397000000,-93.529850440000004,44.076888660000002,2,0
