OID_,SOURCE_ID,Red__6152022_,Green__6152022_,Blue__6152022_,BI__6152022_,GLI__6152022_,NGRDI__6152022_,VARI__6152022_,BGI__6152022_,ExG__6152022_,ExR__6152022_,ExB__6152022_,ExGR__6152022_,MGRVI__6152022_,RGBVI__6152022_,GRRI__6152022_,VEG__6152022_,Red__6232022_,Green__6232022_,Blue__6232022_,BI__6232022_,GLI__6232022_,NGRDI__6232022_,VARI__6232022_,BGI__6232022_,ExG__6232022_,ExR__6232022_,ExB__6232022_,ExGR__6232022_,MGRVI__6232022_,RGBVI__6232022_,GRRI__6232022_,VEG__6232022_,Red__6282022_,Green__6282022_,Blue__6282022_,BI__6282022_,GLI__6282022_,NGRDI__6282022_,VARI__6282022_,BGI__6282022_,ExG__6282022_,ExR__6282022_,ExB__6282022_,ExGR__6282022_,MGRVI__6282022_,RGBVI__6282022_,GRRI__6282022_,VEG__6282022_,Red__7132022_,Green__7132022_,Blue__7132022_,BI__7132022_,GLI__7132022_,NGRDI__7132022_,VARI__7132022_,BGI__7132022_,ExG__7132022_,ExR__7132022_,ExB__7132022_,ExGR__7132022_,MGRVI__7132022_,RGBVI__7132022_,GRRI__7132022_,VEG__7132022_,Elevation_,Moisture__,X,Y,CLUSTER_ID,IS_SEED
1,1,33.029000000000003,53.594000000000001,31.152999999999999,40.553426020000003,0.250954076000000,0.237408079000000,0.370740941000000,0.581277755000000,43.006000000000000,-0.062435471000000,-0.084735430000000,43.068435469999997,0.449482175000000,0.472503760000000,1.622634654000000,1.654540739000000,59.960000000000001,87.572999999999993,53.329999999999998,68.576771649999998,0.214453120000000,0.187164905000000,0.293122300000000,0.608977653000000,61.856000000000002,-0.018067041000000,-0.064277642000000,61.874067040000000,0.361660587000000,0.411474018000000,1.460523682000000,1.518640532000000,21.463999999999999,37.984000000000002,20.204000000000001,27.759017560000000,0.291577408000000,0.277889921000000,0.420956070000000,0.531908172000000,34.299999999999997,-0.099613318000000,-0.121759654000000,34.399613320000000,0.515937684000000,0.537786465000000,1.769660827000000,1.805672760000000,71.463999999999999,105.739999999999995,65.629999999999995,82.855995149999998,0.213400885000000,0.193426785000000,0.307204187000000,0.620673350000000,74.385999999999996,-0.023433292000000,-0.057067791000000,74.409433289999996,0.372901850000000,0.408966804000000,1.479626105000000,1.522186838000000,1144.984500999999909,18.343121969999999,-93.529936169999999,44.077728450000002,1,0
2,2,32.756000000000000,52.302000000000000,29.227000000000000,39.423648860000000,0.255848295000000,0.229796139000000,0.350092243000000,0.558812283000000,42.621000000000002,-0.056381852000000,-0.099612373000000,42.677381850000003,0.436540219000000,0.481507602000000,1.596715106000000,1.658491077000000,59.552999999999997,87.254000000000005,53.707000000000001,68.420908530000005,0.212838120000000,0.188689913000000,0.297540279000000,0.615524790000000,61.247999999999998,-0.019349272000000,-0.060166372000000,61.267349269999997,0.364405572000000,0.408340813000000,1.465148691000000,1.516436842000000,22.074000000000002,38.798000000000002,20.385000000000002,28.331928430000001,0.292674191000000,0.274740439000000,0.413070862000000,0.525413681000000,35.137000000000000,-0.097153476000000,-0.126253738000000,35.234153480000003,0.510915776000000,0.539725937000000,1.757633415000000,1.804846277000000,72.271000000000001,104.989999999999995,64.322000000000003,82.428387560000004,0.211750483000000,0.184580929000000,0.289705062000000,0.612648824000000,73.387000000000000,-0.015773461000000,-0.061838788000000,73.402773460000006,0.356998864000000,0.406743361000000,1.452726543000000,1.510202477000000,1144.674350000000004,18.378408640000000,-93.529936169999999,44.077689450000001,1,0
3,3,34.515000000000001,54.279000000000003,31.105000000000000,41.251327619999998,0.246517930000000,0.222582607000000,0.342595642000000,0.573057720000000,42.938000000000002,-0.049691824000000,-0.089508670000000,42.987691820000002,0.424151470000000,0.465849363000000,1.572620600000000,1.628051448000000,64.061000000000007,90.055000000000007,57.558999999999997,71.941534660000002,0.193848805000000,0.168665161000000,0.269208861000000,0.639153850000000,58.490000000000002,-0.001746073000000,-0.044749734000000,58.491746069999998,0.327999416000000,0.374887230000000,1.405769501000000,1.456773775000000,25.568999999999999,40.439000000000000,22.039000000000001,30.412738579999999,0.258938717000000,0.225275724000000,0.338192818000000,0.544993694000000,33.270000000000003,-0.052726385000000,-0.108855498000000,33.322726379999999,0.428790685000000,0.487440388000000,1.581563612000000,1.661775850000000,74.698999999999998,105.549999999999997,67.088999999999999,84.106434600000000,0.196413593000000,0.171157676000000,0.272631672000000,0.635613453000000,69.311999999999998,-0.003927419000000,-0.047002078000000,69.315927419999994,0.332572653000000,0.379470878000000,1.413004190000000,1.464476426000000,1144.504079000000047,18.439327400000000,-93.529936169999999,44.077650450000000,4,0
4,4,33.281999999999996,53.613000000000000,29.498000000000001,40.216817780000000,0.261437832000000,0.233972035000000,0.354217119000000,0.550202376000000,44.445999999999998,-0.060297441000000,-0.105812205000000,44.506297439999997,0.443656994000000,0.490806330000000,1.610870741000000,1.676932195000000,59.564000000000000,86.350999999999999,52.390999999999998,67.698306669999994,0.213404202000000,0.183579481000000,0.286418459000000,0.606721405000000,60.747000000000000,-0.014933487000000,-0.065573407000000,60.761933489999997,0.355188600000000,0.409930176000000,1.449717950000000,1.513006044000000,21.765000000000001,37.475000000000001,20.306000000000001,27.631048270000001,0.280966664000000,0.265192438000000,0.403503365000000,0.541854570000000,32.878999999999998,-0.088049682000000,-0.113727906000000,32.967049680000002,0.495535346000000,0.521257065000000,1.721801057000000,1.762047812000000,68.715000000000003,100.250000000000000,59.210000000000001,78.054762449999998,0.220978915000000,0.186636286000000,0.287321762000000,0.590623441000000,72.575000000000003,-0.017745152000000,-0.076064424000000,72.592745149999999,0.360707993000000,0.423654927000000,1.458924543000000,1.533075141000000,1144.483531000000085,18.449579660000001,-93.529936169999999,44.077611449999999,1,0
5,5,37.162999999999997,58.029000000000003,31.844000000000001,43.827288860000003,0.254240402000000,0.219199092000000,0.329386879000000,0.548760103000000,47.051000000000002,-0.047237004000000,-0.105855033000000,47.098236999999997,0.418299623000000,0.479905561000000,1.561472432000000,1.643890971000000,61.770000000000003,88.861000000000004,54.473999999999997,69.950522750000005,0.209133029000000,0.179850097000000,0.281737159000000,0.613024837000000,61.478000000000002,-0.011618439000000,-0.061419273000000,61.489618440000001,0.348429862000000,0.402394414000000,1.438578598000000,1.500069947000000,23.062000000000001,39.829000000000001,21.445000000000000,29.314917189999999,0.283099102000000,0.266604125000000,0.404550499000000,0.538426774000000,35.151000000000003,-0.089430374000000,-0.116273003000000,35.240430369999999,0.497824032000000,0.524665959000000,1.727040153000000,1.769357333000000,73.796000000000006,106.109999999999999,65.831000000000003,83.743461990000000,0.206319792000000,0.179616022000000,0.283269779000000,0.620403355000000,72.593000000000004,-0.011376390000000,-0.056754172000000,72.604376389999999,0.348004744000000,0.397165112000000,1.437882812000000,1.493623306000000,1144.615759000000025,18.472988319999999,-93.529936169999999,44.077572449999998,1,0
6,6,36.268000000000001,57.158000000000001,31.718000000000000,43.160307039999999,0.254138737000000,0.223599426000000,0.338529850000000,0.554917947000000,46.329999999999998,-0.051003644000000,-0.101905005000000,46.381003640000003,0.425905006000000,0.479172260000000,1.575989853000000,1.647934510000000,63.981999999999999,91.585999999999999,56.024000000000001,72.158114110000000,0.208346252000000,0.177440091000000,0.277304509000000,0.611709213000000,63.165999999999997,-0.009505085000000,-0.062159250000000,63.175505090000001,0.344047840000000,0.401207652000000,1.431433841000000,1.496166587000000,23.315999999999999,39.088999999999999,20.538000000000000,28.829355530000001,0.281270486000000,0.252752183000000,0.376740631000000,0.525416358000000,34.323999999999998,-0.077723256000000,-0.124613289000000,34.401723259999997,0.475150040000000,0.522761925000000,1.676488248000000,1.748829406000000,72.111999999999995,104.730000000000004,63.670000000000002,82.102339279999995,0.213409724000000,0.184447134000000,0.288216167000000,0.607944238000000,73.677999999999997,-0.015688199000000,-0.064828366000000,73.693688199999997,0.356757124000000,0.409839769000000,1.452324162000000,1.513804420000000,1144.683905999999979,18.507133060000001,-93.529936169999999,44.077533449999997,1,0
7,7,34.380000000000003,54.923999999999999,30.058000000000000,41.239598850000000,0.260548753000000,0.230045687000000,0.346757587000000,0.547265312000000,45.409999999999997,-0.056902532000000,-0.107595382000000,45.466902529999999,0.436966653000000,0.489686972000000,1.597556719000000,1.670649846000000,60.837000000000003,89.009000000000000,54.345999999999997,69.707078469999999,0.214306909000000,0.188006353000000,0.294994764000000,0.610567471000000,62.835000000000001,-0.018792117000000,-0.063296309000000,62.853792120000001,0.363175755000000,0.411115529000000,1.463073459000000,1.519088935000000,22.780000000000001,39.110999999999997,20.515999999999998,28.690910160000001,0.287414210000000,0.263867121000000,0.394706949000000,0.524558308000000,34.926000000000002,-0.087601781000000,-0.126064533000000,35.013601780000002,0.493382091000000,0.531949248000000,1.716900790000000,1.777803362000000,70.323999999999998,104.480000000000004,62.067999999999998,81.063703340000004,0.224308046000000,0.195395986000000,0.302973318000000,0.594065850000000,76.567999999999998,-0.025441589000000,-0.074237563000000,76.593441589999998,0.376420396000000,0.428717094000000,1.485694784000000,1.548781401000000,1144.837897000000112,18.472988919999999,-93.529936169999999,44.077494450000003,1,0
8,8,34.963000000000001,55.930000000000000,30.414999999999999,41.935062870000003,0.262257529000000,0.230677830000000,0.346688052000000,0.543804756000000,46.481999999999999,-0.057554325000000,-0.110042207000000,46.539554320000001,0.438046230000000,0.492600134000000,1.599691102000000,1.675674183000000,60.860999999999997,87.710999999999999,54.037999999999997,69.083008730000003,0.208469246000000,0.180720459000000,0.284024795000000,0.616091482000000,60.523000000000003,-0.012366616000000,-0.059512364000000,60.535366619999998,0.350009643000000,0.401056481000000,1.441169222000000,1.499377666000000,23.771000000000001,39.581000000000003,21.427000000000000,29.387255350000000,0.273110325000000,0.249558025000000,0.377101968000000,0.541345595000000,33.963999999999999,-0.074329728000000,-0.113037427000000,34.038329730000001,0.469853920000000,0.509304424000000,1.665096126000000,1.723665447000000,71.668999999999997,104.390000000000001,63.606999999999999,81.811914599999994,0.213639640000000,0.185852470000000,0.290977484000000,0.609320816000000,73.504000000000005,-0.016912704000000,-0.064006576000000,73.520912699999997,0.359294498000000,0.410109597000000,1.456557228000000,1.515604041000000,1145.152448999999933,18.461441829999998,-93.529936169999999,44.077455450000002,1,0
9,9,35.341999999999999,55.695000000000000,31.492999999999999,42.201102030000001,0.249992986000000,0.223568439000000,0.341814457000000,0.565454709000000,44.555000000000000,-0.050732066000000,-0.094709867000000,44.605732070000002,0.425851603000000,0.471868788000000,1.575887047000000,1.637573329000000,64.022000000000006,90.670000000000002,55.920000000000002,71.756327909999996,0.203789141000000,0.172264888000000,0.269793059000000,0.616742032000000,61.398000000000003,-0.004934192000000,-0.058790572000000,61.402934190000003,0.334600443000000,0.393261256000000,1.416231920000000,1.481501684000000,25.594999999999999,40.948000000000000,21.971000000000000,30.629874139999998,0.265174337000000,0.230722991000000,0.344453917000000,0.536558562000000,34.329999999999998,-0.057787469000000,-0.115107215000000,34.387787469999999,0.438123320000000,0.497698943000000,1.599843719000000,1.683283355000000,73.248000000000005,105.459999999999994,64.400999999999996,82.934853759999996,0.210205153000000,0.180249345000000,0.281802514000000,0.610667552000000,73.271000000000001,-0.011981457000000,-0.062928974000000,73.282981460000002,0.349154715000000,0.404352831000000,1.439766273000000,1.502822706000000,1145.490950999999995,18.422166820000001,-93.529936169999999,44.077416450000001,4,0
10,10,36.713999999999999,57.609000000000002,31.376000000000001,43.401874200000002,0.257097344000000,0.221526033000000,0.331945923000000,0.544637123000000,47.128000000000000,-0.049398961000000,-0.108852099000000,47.177398959999998,0.422326888000000,0.484676066000000,1.569128943000000,1.653410143000000,63.469000000000001,89.885999999999996,53.558000000000000,70.654715159999995,0.211405699000000,0.172260441000000,0.264707356000000,0.595843624000000,62.744999999999997,-0.004975038000000,-0.072034140000000,62.749975040000002,0.334592305000000,0.407728533000000,1.416218942000000,1.498597215000000,25.611999999999998,41.389000000000003,21.959000000000000,30.828674670000002,0.270097968000000,0.235474097000000,0.350273078000000,0.530551596000000,35.207000000000001,-0.062187500000000,-0.119676259000000,35.269187500000001,0.446206892000000,0.505670845000000,1.616000312000000,1.700967993000000,72.489000000000004,105.379999999999995,63.326999999999998,82.401271129999998,0.216241171000000,0.184916989000000,0.287152311000000,0.600939457000000,74.944000000000003,-0.016150351000000,-0.069330337000000,74.960150350000006,0.357605898000000,0.415052216000000,1.453737808000000,1.520644128000000,1145.764713000000029,18.342718649999998,-93.529936169999999,44.077377450000000,1,0
