OID_,SOURCE_ID,Red,Green__7062020_,Blue__7062020_,BI__7062020_,GLI__7062020_,NGRDI__7062020_,VARI__7062020_,BGI__7062020_,ExG__7062020_,ExR__7062020_,ExB__7062020_,ExGR__7062020_,MGRVI__7062020_,RGBVI___7062020_,GRRI___7062020_,VEG___7062020_,Red__6302020_,Green__6302020_,Blue__6302020_,BI__6302020_,GLI__6302020_,NGRDI__6302020_,VARI__6302020_,BGI__6302020_,ExG__6302020_,ExR__6302020_,ExB__6302020_,ExGR__6302020_,MGRVI__6302020_,RGBVI__6302020_,GRRI__6302020_,VEG__6302020_,Red__6232020_,Green__6232020_,Blue__6232020_,BI__6232020_,GLI__6232020_,NGRDI__6232020_,VARI__6232020_,BGI__6232020_,ExG__6232020_,ExR__6232020_,ExB__6232020_,ExGR__6232020_,MGRVI__6232020_,RGBVI__6232020_,GRRI__6232020_,VEG__6232020_,Red__6182020_,Green__6182020_,Blue__6182020_,BI__6182020_,GLI__6182020_,NGRDI__6182020_,VARI__6182020_,BGI__6182020_,ExG__6182020_,ExR__6182020_,ExB__6182020_,ExGR__6182020_,MGRVI__6182020_,RGBVI__6182020_,GRRI__6182020_,VEG__6182020_,Elevation_,Moisture__,Yld_Mass_D,Yld_Vol_Dr,X,Y,CLUSTER_ID,IS_SEED
312,312,63.408000000000001,94.397000000000006,57.316000000000003,73.522087220000003,0.219922589000000,0.196375273000000,0.308382012000000,0.607180313000000,68.069999999999993,-0.026151794000000,-0.065798318000000,68.096151789999993,0.378167191000000,0.420602972000000,1.488723820000000,1.539650834000000,58.975999999999999,86.965000000000003,54.381000000000000,68.309035420000001,0.210844904000000,0.191782981000000,0.305690258000000,0.625320531000000,60.573000000000000,-0.021957648000000,-0.054070946000000,60.594957649999998,0.369958620000000,0.404429244000000,1.474582881000000,1.514956466000000,51.587000000000003,77.808999999999997,45.661000000000001,60.001072129999997,0.230833722000000,0.202649232000000,0.313154595000000,0.586834428000000,58.369999999999997,-0.031916461000000,-0.079309025000000,58.401916460000002,0.389310751000000,0.439813847000000,1.508306356000000,1.570857709000000,37.447000000000003,49.767000000000003,32.521999999999998,40.565636450000000,0.174421692000000,0.141261724000000,0.225261464000000,0.653485241000000,29.565000000000001,0.022205519000000,-0.035379502000000,29.542794480000001,0.276996027000000,0.340740821000000,1.328998318000000,1.392891473000000,1147.720458999999892,18.422406200000001,10537.157960000000458,188.163318599999997,-93.537196410000007,44.064951770000000,4,0
313,313,34.259999999999998,55.197000000000003,33.439000000000000,42.184606709999997,0.239734296000000,0.234045407000000,0.373754865000000,0.605811910000000,42.695000000000000,-0.058854641000000,-0.068207265000000,42.753854640000000,0.443781674000000,0.453468392000000,1.611120841000000,1.624186750000000,58.072000000000003,85.117000000000004,53.917999999999999,67.142663029999994,0.206375078000000,0.188876240000000,0.302953927000000,0.633457476000000,58.244000000000000,-0.019361058000000,-0.048865844000000,58.263361060000001,0.364740638000000,0.396469332000000,1.465714975000000,1.502391497000000,42.314999999999998,65.466999999999999,37.421999999999997,49.922918580000001,0.243018735000000,0.214803956000000,0.329050597000000,0.571616234000000,51.197000000000003,-0.042877607000000,-0.090053993000000,51.239877610000001,0.410659767000000,0.460421463000000,1.547134586000000,1.611756471000000,25.419000000000000,35.941000000000003,23.437999999999999,28.793638680000001,0.190700602000000,0.171479791000000,0.277464269000000,0.652124315000000,23.024999999999999,-0.004179344000000,-0.036885304000000,23.029179339999999,0.333162824000000,0.368728673000000,1.413942327000000,1.452666495000000,1158.391906999999946,17.780449390000001,12130.628909999999451,216.618122099999994,-93.539396609999997,44.065376370000003,2,0
314,314,63.320999999999998,94.829999999999998,57.478000000000002,73.724709619999999,0.221803845000000,0.199233644000000,0.312983620000000,0.606116208000000,68.861000000000004,-0.028663120000000,-0.066599576000000,68.889663119999994,0.383254371000000,0.423768220000000,1.497607429000000,1.546675986000000,56.412999999999997,84.236000000000004,52.399000000000001,65.888252530000003,0.215158466000000,0.197818683000000,0.315274788000000,0.622049955000000,59.659999999999997,-0.027235713000000,-0.056345572000000,59.687235710000003,0.380738230000000,0.411843136000000,1.493201922000000,1.530358760000000,53.618000000000002,79.912000000000006,46.655999999999999,61.745715109999999,0.228952164000000,0.196914551000000,0.302668232000000,0.583842226000000,59.549999999999997,-0.026898871000000,-0.080991864000000,59.576898870000001,0.379128274000000,0.437053569000000,1.490395017000000,1.561045727000000,38.816000000000003,50.603000000000002,32.767000000000003,41.396544759999998,0.171440312000000,0.131817623000000,0.208059733000000,0.647530779000000,29.623000000000001,0.030604161000000,-0.038704925000000,29.592395839999998,0.259132587000000,0.336272347000000,1.303663438000000,1.379321991000000,1147.488616999999977,18.429635050000002,10728.880370000000767,191.586937000000006,-93.537196410000007,44.064913169999997,4,0
315,315,71.674999999999997,95.027000000000001,62.402999999999999,77.592033020000002,0.172695075000000,0.140082303000000,0.223894764000000,0.656687047000000,55.975999999999999,0.023212064000000,-0.033446673000000,55.952787940000000,0.274772726000000,0.337513220000000,1.325803976000000,1.388395958000000,68.468000000000004,94.822999999999993,61.341000000000001,76.249560950000003,0.187309637000000,0.161398975000000,0.258509073000000,0.646900014000000,59.837000000000003,0.004595071000000,-0.039823356000000,59.832404930000003,0.314602667000000,0.363232347000000,1.384924344000000,1.436555471000000,58.241000000000000,83.210999999999999,50.982999999999997,65.613390120000005,0.207505279000000,0.176526313000000,0.276006146000000,0.612695437000000,57.198000000000000,-0.008696963000000,-0.061500247000000,57.206696960000002,0.342383431000000,0.399739325000000,1.428735770000000,1.493483615000000,44.954999999999998,56.805000000000000,39.582000000000001,47.660237700000003,0.146724402000000,0.116450472000000,0.190581878000000,0.696804859000000,29.073000000000000,0.043384132000000,-0.009835718000000,29.029615870000001,0.229784897000000,0.289120360000000,1.263596930000000,1.318308011000000,1154.955993999999919,15.750802520000001,8227.134765999999217,146.912956199999996,-93.537157809999997,44.065646569999998,4,0
316,316,79.102000000000004,102.510000000000005,68.063000000000002,84.455113269999998,0.164274458000000,0.128890161000000,0.206148887000000,0.663964491000000,57.854999999999997,0.032974066000000,-0.028924802000000,57.822025930000002,0.253567882000000,0.322445878000000,1.295921721000000,1.362435034000000,74.641999999999996,99.102999999999994,63.468000000000004,80.459140349999998,0.178689090000000,0.140786785000000,0.221814159000000,0.640424609000000,60.095999999999997,0.022746645000000,-0.043200836000000,60.073253350000002,0.276100995000000,0.349206807000000,1.327710940000000,1.401380949000000,66.760000000000005,89.881000000000000,55.664999999999999,72.189759170000002,0.189740128000000,0.147605033000000,0.228975202000000,0.619318877000000,57.337000000000003,0.016876584000000,-0.056286681000000,57.320123420000002,0.288915396000000,0.369858126000000,1.346330138000000,1.430331252000000,49.101999999999997,59.588000000000001,40.366999999999997,50.303183590000003,0.142380599000000,0.096476217000000,0.153476867000000,0.677435054000000,29.707000000000001,0.061418115000000,-0.020624325000000,29.645581880000002,0.191173060000000,0.283513005000000,1.213555456000000,1.295355098000000,1153.885498000000098,15.795507430000001,7862.565674000000399,140.402786300000002,-93.537157809999997,44.065607970000002,4,0
317,317,72.070999999999998,95.828000000000003,64.111999999999995,78.501768920000004,0.169208056000000,0.141495780000000,0.228901500000000,0.669032016000000,55.472999999999999,0.021858446000000,-0.026167725000000,55.451141550000003,0.277436979000000,0.330521206000000,1.329633278000000,1.382468815000000,66.965999999999994,90.710999999999999,59.286000000000001,73.547627360000007,0.179313169000000,0.150592667000000,0.241333049000000,0.653570129000000,55.170000000000002,0.014018058000000,-0.035538779000000,55.155981939999997,0.294506472000000,0.349083349000000,1.354582923000000,1.410658960000000,65.616000000000000,90.459999999999994,56.354999999999997,72.259617770000006,0.194621167000000,0.159178862000000,0.249135087000000,0.622982534000000,58.948999999999998,0.006601673000000,-0.054431792000000,58.942398330000003,0.310490542000000,0.377518470000000,1.378627164000000,1.450275705000000,47.792999999999999,58.942999999999998,40.009000000000000,49.528335929999997,0.146260355000000,0.104463349000000,0.167098776000000,0.678774409000000,30.084000000000000,0.054292821000000,-0.019969335000000,30.029707179999999,0.206671377000000,0.290011728000000,1.233297763000000,1.308512092000000,1152.994568000000072,16.170904159999999,8119.021240000000034,144.982337999999999,-93.537157809999997,44.065569369999999,4,0
318,318,61.668999999999997,89.331000000000003,56.454999999999998,70.640545829999994,0.203978624000000,0.183192053000000,0.292580253000000,0.631975462000000,60.537999999999997,-0.014433974000000,-0.049620400000000,60.552433970000003,0.354487736000000,0.392486513000000,1.448556001000000,1.491800218000000,56.171999999999997,82.840999999999994,51.639000000000003,65.024383080000007,0.211599566000000,0.191845367000000,0.305228100000000,0.623350756000000,57.871000000000002,-0.022030716000000,-0.055317542000000,57.893030719999999,0.370070423000000,0.405801984000000,1.474773909000000,1.516679975000000,57.820999999999998,83.165000000000006,50.046999999999997,65.228795980000001,0.213210891000000,0.179762530000000,0.278692310000000,0.601779595000000,58.462000000000003,-0.011597996000000,-0.068570352000000,58.473598000000003,0.348270838000000,0.410048303000000,1.438318258000000,1.509164592000000,41.982999999999997,53.421999999999997,35.341000000000001,44.217148459999997,0.160288432000000,0.119899376000000,0.190446857000000,0.661543933000000,29.520000000000000,0.040951157000000,-0.030169948000000,29.479048840000001,0.236400295000000,0.315884129000000,1.272467427000000,1.347576061000000,1152.548706000000038,16.677003859999999,8921.313476999999693,159.308990499999993,-93.537157809999997,44.065530770000002,4,0
319,319,59.509999999999998,86.049000000000007,53.878000000000000,67.942891180000004,0.205649314000000,0.182324693000000,0.289471101000000,0.626131623000000,58.710000000000001,-0.013713604000000,-0.053248896000000,58.723713600000004,0.352917596000000,0.395652181000000,1.445958662000000,1.494632125000000,53.850999999999999,78.975999999999999,49.512000000000000,62.151902409999998,0.208901135000000,0.189155819000000,0.301566345000000,0.626924635000000,54.588999999999999,-0.019658987000000,-0.052973856000000,54.608658990000002,0.365243262000000,0.401072182000000,1.466565152000000,1.508170012000000,58.542000000000002,83.834000000000003,50.363000000000000,65.807135099999996,0.212468318000000,0.177642299000000,0.274874203000000,0.600746714000000,58.762999999999998,-0.009729219000000,-0.069139095000000,58.772729220000002,0.344415938000000,0.408940287000000,1.432031704000000,1.505622751000000,44.270000000000003,55.590000000000003,36.936999999999998,46.240036650000000,0.155795350000000,0.113358702000000,0.179902420000000,0.664454038000000,29.972999999999999,0.046696930000000,-0.028350037000000,29.926303069999999,0.223841004000000,0.307917212000000,1.255703637000000,1.333757589000000,1152.331177000000025,17.231284140000000,9020.845703000000867,161.086319000000003,-93.537157809999997,44.065492169999999,4,0
320,320,57.298000000000002,83.594999999999999,52.505000000000003,65.898810949999998,0.207178521000000,0.186645185000000,0.297517763000000,0.628087804000000,57.387000000000000,-0.017465537000000,-0.052161863000000,57.404465539999997,0.360724034000000,0.398106381000000,1.458951447000000,1.502015656000000,51.058000000000000,76.793999999999997,47.890999999999998,59.993848800000002,0.216360375000000,0.201295248000000,0.321856905000000,0.623629450000000,54.639000000000003,-0.030230507000000,-0.055459392000000,54.669230509999998,0.386912872000000,0.413794954000000,1.504054213000000,1.536470354000000,60.466000000000001,85.757999999999996,52.118000000000002,67.643323499999994,0.207434002000000,0.172967502000000,0.268760759000000,0.607733389000000,58.932000000000002,-0.005574210000000,-0.064498694000000,58.937574210000001,0.335886047000000,0.400071099000000,1.418284656000000,1.490217741000000,44.203000000000003,55.316000000000003,36.552999999999997,46.006835989999999,0.156101741000000,0.111667119000000,0.176492075000000,0.660803384000000,29.876000000000001,0.048270034000000,-0.030438297000000,29.827729970000000,0.220583660000000,0.308859581000000,1.251408275000000,1.333156351000000,1151.961547999999993,17.207520490000000,8490.811523000000307,151.621452299999987,-93.537157809999997,44.065453570000003,4,0
321,321,51.115000000000002,75.867999999999995,47.537999999999997,59.521867389999997,0.212002125000000,0.194931605000000,0.311574045000000,0.626588285000000,53.082999999999998,-0.024678978000000,-0.053373520000000,53.107678980000003,0.375591365000000,0.406316410000000,1.484260980000000,1.520555422000000,53.840000000000003,80.435000000000002,50.921999999999997,63.144239399999996,0.211224551000000,0.198063675000000,0.319064701000000,0.633082613000000,56.107999999999997,-0.027316857000000,-0.049375530000000,56.135316860000003,0.381174185000000,0.404730738000000,1.493963596000000,1.521943329000000,58.847999999999999,84.174999999999997,50.927999999999997,66.187055409999999,0.210602389000000,0.177083406000000,0.275009501000000,0.605025245000000,58.573999999999998,-0.009217792000000,-0.066386871000000,58.583217789999999,0.343398344000000,0.405498971000000,1.430379962000000,1.500913007000000,42.222000000000001,53.639000000000003,35.521000000000001,44.428148159999999,0.159630528000000,0.119099530000000,0.189211137000000,0.662223382000000,29.535000000000000,0.041648019000000,-0.029757501000000,29.493351980000000,0.234867534000000,0.314691110000000,1.270404055000000,1.345658088000000,1151.611511000000064,17.299653050000000,9065.080566000000545,161.876251200000013,-93.537157809999997,44.065414969999999,4,0
322,322,47.524999999999999,72.278999999999996,43.802999999999997,55.980896370000004,0.225659853000000,0.206620814000000,0.325706241000000,0.606026647000000,53.229999999999997,-0.035108522000000,-0.066958015000000,53.265108519999998,0.396321794000000,0.430128656000000,1.520862704000000,1.562731239000000,56.418999999999997,83.906999999999996,52.262999999999998,65.713797080000006,0.213862045000000,0.195886721000000,0.312140172000000,0.622868175000000,59.131999999999998,-0.025548707000000,-0.055760194000000,59.157548710000000,0.377295988000000,0.409625990000000,1.487211755000000,1.525593215000000,57.667000000000002,84.171999999999997,50.432000000000002,65.710970919999994,0.217929193000000,0.186866800000000,0.289966852000000,0.599154113000000,60.244999999999997,-0.017882052000000,-0.070562903000000,60.262882050000002,0.361123457000000,0.417951064000000,1.459621621000000,1.526257941000000,40.518000000000001,52.270000000000003,34.079000000000001,42.954392339999998,0.167151398000000,0.126654309000000,0.200173738000000,0.651980103000000,29.943000000000001,0.035117091000000,-0.035938424000000,29.907882910000001,0.249309368000000,0.328556092000000,1.290043931000000,1.366574037000000,1151.216736000000083,17.526701930000002,9516.002930000000561,169.928428700000012,-93.537157809999997,44.065376370000003,4,0
323,323,46.177999999999997,71.885999999999996,43.427000000000000,55.335067270000003,0.232100850000000,0.217746307000000,0.344440425000000,0.604109284000000,54.167000000000002,-0.044812404000000,-0.068661411000000,54.211812399999999,0.415779091000000,0.440853012000000,1.556715319000000,1.588883558000000,58.811000000000000,87.484999999999999,54.908000000000001,68.622754749999999,0.212169497000000,0.195999891000000,0.313761106000000,0.627627593000000,61.250999999999998,-0.025593925000000,-0.052751436000000,61.276593920000003,0.377497840000000,0.406551886000000,1.487561851000000,1.521969926000000,53.372999999999998,80.052000000000007,47.368000000000002,61.915876419999996,0.227579597000000,0.199955031000000,0.310015455000000,0.591715385000000,59.363000000000000,-0.029480124000000,-0.075980818000000,59.392480120000002,0.384535556000000,0.434191532000000,1.499859480000000,1.560673833000000,36.743000000000002,49.018000000000001,31.751000000000001,39.836910750000001,0.177397466000000,0.143130327000000,0.227272727000000,0.647741646000000,29.542000000000002,0.020612363000000,-0.038860712000000,29.521387640000000,0.280513964000000,0.346316002000000,1.334077239000000,1.400550922000000,1150.847899999999981,17.668781280000001,9902.495605000000069,176.830062900000001,-93.537157809999997,44.065337769999999,4,0
324,324,33.040999999999997,53.448000000000000,31.635999999999999,40.617044370000002,0.246070186000000,0.235949080000000,0.372030700000000,0.591902410000000,42.219000000000001,-0.060872804000000,-0.077524656000000,42.279872800000000,0.447012116000000,0.464227524000000,1.617626585000000,1.641203838000000,56.103000000000002,82.748000000000005,51.369999999999997,64.893900619999997,0.212562599000000,0.191896349000000,0.304580423000000,0.620800503000000,58.023000000000003,-0.022099558000000,-0.056933777000000,58.045099559999997,0.370161784000000,0.407556945000000,1.474930039000000,1.518859150000000,40.713000000000001,63.159999999999997,35.886000000000003,48.078196599999998,0.245028805000000,0.216100430000000,0.330166061000000,0.568176061000000,49.720999999999997,-0.044088753000000,-0.092441989000000,49.765088749999997,0.412917847000000,0.463864293000000,1.551347236000000,1.617931377000000,24.536999999999999,34.890000000000001,21.640000000000001,27.614404870000001,0.203549592000000,0.174213741000000,0.273983116000000,0.620235024000000,23.603000000000002,-0.006638953000000,-0.056669175000000,23.609638950000001,0.338164059000000,0.392572359000000,1.421934222000000,1.482686684000000,1158.212616000000025,17.879502769999998,11953.484619999999268,213.454826400000002,-93.539396609999997,44.065337769999999,2,0
325,325,47.183999999999997,72.373999999999995,43.253999999999998,55.783014880000003,0.230923609000000,0.210692718000000,0.330126861000000,0.597645563000000,54.310000000000002,-0.038795666000000,-0.072589244000000,54.348795670000001,0.403474624000000,0.439228783000000,1.533867413000000,1.578936719000000,61.814999999999998,91.260999999999996,58.012999999999998,71.914700659999994,0.207355714000000,0.192361964000000,0.309752480000000,0.635682274000000,62.694000000000003,-0.022360237000000,-0.047576141000000,62.716360240000000,0.370995920000000,0.398039307000000,1.476356871000000,1.507896998000000,52.497999999999998,78.379999999999995,45.847999999999999,60.557145210000002,0.228979326000000,0.197756689000000,0.304386687000000,0.584945139000000,58.414000000000001,-0.027629211000000,-0.080309632000000,58.441629210000002,0.380627894000000,0.436999060000000,1.493009257000000,1.561889652000000,37.951000000000001,50.063000000000002,32.503000000000000,40.837186400000000,0.173947708000000,0.137614470000000,0.218190989000000,0.649241955000000,29.672000000000001,0.025460309000000,-0.037827029000000,29.646539690000001,0.270113599000000,0.340332103000000,1.319148376000000,1.389007122000000,1150.437683000000106,17.793478010000001,10364.890139999999519,185.087089499999990,-93.537157809999997,44.065299170000003,4,0
326,326,46.350000000000001,71.477999999999994,42.881000000000000,55.064226580000003,0.231386770000000,0.213260006000000,0.335276929000000,0.599918856000000,53.725000000000001,-0.040993348000000,-0.071213187000000,53.765993350000002,0.407965797000000,0.439866000000000,1.542135922000000,1.582606712000000,60.420000000000002,89.524000000000001,56.497999999999998,70.373164820000000,0.209922761000000,0.194099130000000,0.311452604000000,0.631093338000000,62.130000000000003,-0.023909863000000,-0.050507164000000,62.153909859999999,0.374104087000000,0.402596668000000,1.481694803000000,1.515182424000000,51.067000000000000,76.863000000000000,45.287999999999997,59.348581009999997,0.229409671000000,0.201641523000000,0.312141526000000,0.589204168000000,57.371000000000002,-0.030996779000000,-0.077704396000000,57.401996779999997,0.387526488000000,0.437337863000000,1.505140306000000,1.566553873000000,38.049999999999997,50.310000000000002,32.576000000000001,40.988186820000003,0.175151536000000,0.138750566000000,0.219776280000000,0.647505466000000,29.994000000000000,0.024475756000000,-0.038893299000000,29.969524239999998,0.272259665000000,0.342538291000000,1.322207622000000,1.392396123000000,1150.028503000000001,17.932113650000002,10456.827639999999519,186.728820799999994,-93.537157809999997,44.065260570000000,4,0
327,327,46.246000000000002,72.227999999999994,44.506000000000000,55.786379869999998,0.228325567000000,0.219305502000000,0.351260004000000,0.616187628000000,53.704000000000001,-0.045917290000000,-0.060863910000000,53.749917289999999,0.418484053000000,0.434173528000000,1.561821563000000,1.581895290000000,60.527000000000001,90.105000000000004,56.389000000000003,70.621403920000006,0.213020739000000,0.196359339000000,0.313848243000000,0.625814328000000,63.293999999999997,-0.025925872000000,-0.053909507000000,63.319925869999999,0.378138785000000,0.408070332000000,1.488674476000000,1.524196907000000,50.570999999999998,74.828999999999994,44.054000000000002,58.015975380000000,0.225283790000000,0.193444976000000,0.298207656000000,0.588728969000000,55.033000000000001,-0.023779905000000,-0.077622246000000,55.056779900000002,0.372934390000000,0.430742760000000,1.479682031000000,1.549246389000000,36.326000000000001,48.828000000000003,31.219000000000001,39.489989540000003,0.182268872000000,0.146816356000000,0.231797534000000,0.639366757000000,30.111000000000001,0.017430160000000,-0.044008490000000,30.093569840000001,0.287436996000000,0.355323677000000,1.344161207000000,1.413716374000000,1149.665893999999980,18.043465609999998,10157.807619999999588,181.389198300000004,-93.537157809999997,44.065221970000003,4,0
